"state_code","postal_code","city","county_name","county_code","latitude","longitude","time_zone"
KS,"66845",Cottonwood Falls,Chase,"017",38.3565,-96.5418,America/Chicago
KS,"66846",Council Grove,Morris,"127",38.6959,-96.5469,America/Chicago
KS,"66849",Dwight,Morris,"127",38.8389,-96.5802,America/Chicago
KS,"66850",Elmdale,Chase,"017",38.3779,-96.6675,America/Chicago
KS,"66851",Florence,Marion,"115",38.2415,-96.9346,America/Chicago
KS,"66852",Gridley,Coffey,"031",38.1012,-95.8874,America/Chicago
KS,"66853",Hamilton,Greenwood,"073",37.9791,-96.1691,America/Chicago
KS,"66854",Hartford,Lyon,"111",38.2833,-95.9997,America/Chicago
KS,"66855",Lamont,Greenwood,"073",38.1125,-96.0267,America/Chicago
KS,"66856",Lebo,Coffey,"031",38.4161,-95.8222,America/Chicago
KS,"66857",Le Roy,Coffey,"031",38.0874,-95.6227,America/Chicago
KS,"66858",Lincolnville,Marion,"115",38.4933,-96.9626,America/Chicago
KS,"66859",Lost Springs,Marion,"115",38.5657,-96.9799,America/Chicago
KS,"66860",Madison,Greenwood,"073",38.1278,-96.1213,America/Chicago
KS,"66861",Marion,Marion,"115",38.3554,-97.0204,America/Chicago
KS,"66862",Matfield Green,Chase,"017",38.1448,-96.5541,America/Chicago
KS,"66863",Neal,Greenwood,"073",37.8329,-96.0818,America/Chicago
KS,"66864",Neosho Rapids,Lyon,"111",38.3948,-96.0168,America/Chicago
KS,"66865",Olpe,Lyon,"111",38.2578,-96.1891,America/Chicago
KS,"66866",Peabody,Marion,"115",38.1737,-97.1184,America/Chicago
KS,"66868",Reading,Lyon,"111",38.529,-95.9895,America/Chicago
KS,"66869",Strong City,Chase,"017",38.4129,-96.5172,America/Chicago
KS,"66870",Virgil,Greenwood,"073",37.8976,-96.0329,America/Chicago
KS,"66871",Waverly,Coffey,"031",38.3782,-95.5982,America/Chicago
KS,"66872",White City,Morris,"127",38.789,-96.7637,America/Chicago
KS,"66873",Wilsey,Morris,"127",38.6361,-96.6753,America/Chicago
KS,"66901",Concordia,Cloud,"029",39.5516,-97.6568,America/Chicago
KS,"66930",Agenda,Republic,"157",39.7044,-97.4465,America/Chicago
KS,"66932",Athol,Smith,"183",39.7719,-98.9077,America/Chicago
KS,"66933",Barnes,Washington,"201",39.6841,-96.8676,America/Chicago
KS,"66935",Belleville,Republic,"157",39.8241,-97.629,America/Chicago
KS,"66936",Burr Oak,Jewell,"089",39.8932,-98.3499,America/Chicago
KS,"66937",Clifton,Washington,"201",39.6201,-97.2611,America/Chicago
KS,"66938",Clyde,Cloud,"029",39.5758,-97.408,America/Chicago
KS,"66939",Courtland,Republic,"157",39.7851,-97.89,America/Chicago
KS,"66940",Cuba,Republic,"157",39.7975,-97.4496,America/Chicago
KS,"66941",Esbon,Jewell,"089",39.7562,-98.4462,America/Chicago
KS,"66942",Formoso,Jewell,"089",39.7795,-97.9889,America/Chicago
KS,"66943",Greenleaf,Washington,"201",39.7061,-96.9775,America/Chicago
KS,"66944",Haddam,Washington,"201",39.852,-97.3081,America/Chicago
KS,"66945",Hanover,Washington,"201",39.8927,-96.8689,America/Chicago
KS,"66946",Hollenberg,Washington,"201",39.96,-96.9735,America/Chicago
KS,"66948",Jamestown,Cloud,"029",39.6021,-97.8631,America/Chicago
KS,"66949",Jewell,Jewell,"089",39.6719,-98.1472,America/Chicago
KS,"66951",Kensington,Smith,"183",39.7692,-99.0308,America/Chicago
KS,"66952",Lebanon,Smith,"183",39.8077,-98.556,America/Chicago
KS,"66953",Linn,Washington,"201",39.6847,-97.0854,America/Chicago
KS,"66955",Mahaska,Washington,"201",39.9845,-97.3453,America/Chicago
KS,"66956",Mankato,Jewell,"089",39.7833,-98.2152,America/Chicago
KS,"66958",Morrowville,Washington,"201",39.8616,-97.1825,America/Chicago
KS,"66959",Munden,Republic,"157",39.9272,-97.5403,America/Chicago
KS,"66960",Narka,Republic,"157",39.9582,-97.4243,America/Chicago
KS,"66961",Norway,Republic,"157",39.8279,-97.6509,America/Chicago
KS,"66962",Palmer,Washington,"201",39.6192,-97.1122,America/Chicago
KS,"66963",Randall,Jewell,"089",39.6286,-98.0661,America/Chicago
KS,"66964",Republic,Republic,"157",39.9376,-97.8435,America/Chicago
KS,"66966",Scandia,Republic,"157",39.7939,-97.7786,America/Chicago
KS,"66967",Smith Center,Smith,"183",39.8042,-98.7842,America/Chicago
KS,"66968",Washington,Washington,"201",39.8223,-97.0484,America/Chicago
KS,"66970",Webber,Jewell,"089",39.935,-98.035,America/Chicago
KS,"67001",Andale,Sedgwick,"173",37.7797,-97.6366,America/Chicago
KS,"67002",Andover,Butler,"015",37.6985,-97.1179,America/Chicago
KS,"67003",Anthony,Harper,"077",37.1512,-98.0285,America/Chicago
KS,"67004",Argonia,Sumner,"191",37.284,-97.7557,America/Chicago
KS,"67005",Arkansas City,Cowley,"035",37.0676,-97.0357,America/Chicago
KS,"67008",Atlanta,Cowley,"035",37.4343,-96.7661,America/Chicago
KS,"67009",Attica,Harper,"077",37.2528,-98.2264,America/Chicago
KS,"67010",Augusta,Butler,"015",37.6836,-96.9648,America/Chicago
KS,"67012",Beaumont,Butler,"015",37.658,-96.5329,America/Chicago
KS,"67013",Belle Plaine,Sumner,"191",37.4052,-97.2852,America/Chicago
KS,"67016",Bentley,Sedgwick,"173",37.8866,-97.5166,America/Chicago
KS,"67017",Benton,Butler,"015",37.7946,-97.0971,America/Chicago
KS,"67018",Bluff City,Harper,"077",37.0838,-97.8754,America/Chicago
KS,"67019",Burden,Cowley,"035",37.3209,-96.757,America/Chicago
KS,"67020",Burrton,Harvey,"079",38.0261,-97.6666,America/Chicago
KS,"67021",Byers,Pratt,"151",37.7847,-98.9017,America/Chicago
KS,"67022",Caldwell,Sumner,"191",37.0452,-97.6247,America/Chicago
KS,"67023",Cambridge,Cowley,"035",37.3161,-96.6645,America/Chicago
KS,"67024",Cedar Vale,Chautauqua,"019",37.1265,-96.4701,America/Chicago
KS,"67025",Cheney,Sedgwick,"173",37.6353,-97.7686,America/Chicago
KS,"67026",Clearwater,Sedgwick,"173",37.5076,-97.5082,America/Chicago
KS,"67028",Coats,Pratt,"151",37.5125,-98.8504,America/Chicago
KS,"67029",Coldwater,Comanche,"033",37.2479,-99.3115,America/Chicago
KS,"67030",Colwich,Sedgwick,"173",37.7782,-97.5405,America/Chicago
KS,"67031",Conway Springs,Sumner,"191",37.3903,-97.6284,America/Chicago
KS,"67035",Cunningham,Kingman,"095",37.6309,-98.3564,America/Chicago
KS,"67036",Danville,Harper,"077",37.2674,-97.8689,America/Chicago
KS,"67037",Derby,Sedgwick,"173",37.553,-97.2549,America/Chicago
KS,"67038",Dexter,Cowley,"035",37.1641,-96.6917,America/Chicago
KS,"67039",Douglass,Butler,"015",37.5195,-96.9948,America/Chicago
KS,"67041",Elbing,Butler,"015",38.0545,-97.1284,America/Chicago
KS,"67042",El Dorado,Butler,"015",37.8226,-96.8543,America/Chicago
KS,"67045",Eureka,Greenwood,"073",37.8265,-96.2959,America/Chicago
KS,"67047",Fall River,Greenwood,"073",37.621,-96.0435,America/Chicago
KS,"67049",Freeport,Harper,"077",37.1903,-97.8634,America/Chicago
KS,"67050",Garden Plain,Sedgwick,"173",37.6767,-97.66,America/Chicago
KS,"67051",Geuda Springs,Sumner,"191",37.0809,-97.1795,America/Chicago
KS,"67052",Goddard,Sedgwick,"173",37.6597,-97.5753,America/Chicago
KS,"67053",Goessel,Marion,"115",38.2468,-97.3463,America/Chicago
KS,"67054",Greensburg,Kiowa,"097",37.6084,-99.3011,America/Chicago
KS,"67055",Greenwich,Sedgwick,"173",37.7833,-97.2054,America/Chicago
KS,"67056",Halstead,Harvey,"079",38.0064,-97.5118,America/Chicago
KS,"67057",Hardtner,Barber,"007",37.03,-98.6547,America/Chicago
KS,"67058",Harper,Harper,"077",37.2909,-98.018,America/Chicago
KS,"67059",Haviland,Kiowa,"097",37.6096,-99.134,America/Chicago
KS,"67060",Haysville,Sedgwick,"173",37.5647,-97.3553,America/Chicago
KS,"67061",Hazelton,Barber,"007",37.0984,-98.4003,America/Chicago
KS,"67062",Hesston,Harvey,"079",38.136,-97.4495,America/Chicago
KS,"67063",Hillsboro,Marion,"115",38.3449,-97.2122,America/Chicago
KS,"67065",Isabel,Barber,"007",37.4485,-98.5351,America/Chicago
KS,"67066",Iuka,Pratt,"151",37.7397,-98.7361,America/Chicago
KS,"67067",Kechi,Sedgwick,"173",37.7934,-97.2737,America/Chicago
KS,"67068",Kingman,Kingman,"095",37.5964,-98.1304,America/Chicago
KS,"67070",Kiowa,Barber,"007",37.0172,-98.4859,America/Chicago
KS,"67071",Lake City,Barber,"007",37.3569,-98.8098,America/Chicago
KS,"67072",Latham,Butler,"015",37.531,-96.6791,America/Chicago
KS,"67073",Lehigh,Marion,"115",38.3771,-97.3043,America/Chicago
KS,"67074",Leon,Butler,"015",37.6813,-96.7526,America/Chicago
KS,"67101",Maize,Sedgwick,"173",37.7747,-97.4689,America/Chicago
KS,"67102",Maple City,Cowley,"035",37.2377,-96.8389,America/Chicago
KS,"67103",Mayfield,Sumner,"191",37.2518,-97.5416,America/Chicago
KS,"67104",Medicine Lodge,Barber,"007",37.2845,-98.5848,America/Chicago
KS,"67105",Milan,Sumner,"191",37.2578,-97.6521,America/Chicago
KS,"67106",Milton,Sumner,"191",37.4401,-97.7592,America/Chicago
KS,"67107",Moundridge,McPherson,"113",38.206,-97.5088,America/Chicago
KS,"67108",Mount Hope,Sedgwick,"173",37.8684,-97.6591,America/Chicago
KS,"67109",Mullinville,Kiowa,"097",37.5716,-99.4639,America/Chicago
KS,"67110",Mulvane,Sumner,"191",37.4764,-97.232,America/Chicago
KS,"67111",Murdock,Kingman,"095",37.6099,-97.9503,America/Chicago
KS,"67112",Nashville,Kingman,"095",37.4344,-98.4171,America/Chicago
KS,"67114",Newton,Harvey,"079",38.0451,-97.3435,America/Chicago
KS,"67117",North Newton,Harvey,"079",38.0743,-97.3473,America/Chicago
KS,"67118",Norwich,Kingman,"095",37.4501,-97.8662,America/Chicago
KS,"67119",Oxford,Sumner,"191",37.2653,-97.1761,America/Chicago
KS,"67120",Peck,Sedgwick,"173",37.5054,-97.3408,America/Chicago
KS,"67122",Piedmont,Greenwood,"073",37.6372,-96.3695,America/Chicago
KS,"67123",Potwin,Butler,"015",37.9389,-97.0198,America/Chicago
KS,"67124",Pratt,Pratt,"151",37.6502,-98.73,America/Chicago
KS,"67127",Protection,Comanche,"033",37.1968,-99.4816,America/Chicago
KS,"67131",Rock,Cowley,"035",37.4413,-97.0059,America/Chicago
KS,"67132",Rosalia,Butler,"015",37.796,-96.6482,America/Chicago
KS,"67133",Rose Hill,Butler,"015",37.5784,-97.1173,America/Chicago
KS,"67134",Sawyer,Pratt,"151",37.5101,-98.6642,America/Chicago
KS,"67135",Sedgwick,Harvey,"079",37.9167,-97.4225,America/Chicago
KS,"67137",Severy,Greenwood,"073",37.617,-96.2252,America/Chicago
KS,"67138",Sharon,Barber,"007",37.2492,-98.4142,America/Chicago
KS,"67140",South Haven,Sumner,"191",37.05,-97.4042,America/Chicago
KS,"67142",Spivey,Kingman,"095",37.441,-98.1751,America/Chicago
KS,"67143",Sun City,Barber,"007",37.3786,-98.9159,America/Chicago
KS,"67144",Towanda,Butler,"015",37.8005,-96.9918,America/Chicago
KS,"67146",Udall,Cowley,"035",37.3939,-97.1108,America/Chicago
KS,"67147",Valley Center,Sedgwick,"173",37.8616,-97.2621,America/Chicago
KS,"67149",Viola,Sedgwick,"173",37.5696,-97.6306,America/Chicago
KS,"67150",Waldron,Harper,"077",37.0022,-98.1826,America/Chicago
KS,"67151",Walton,Harvey,"079",38.1239,-97.2361,America/Chicago
KS,"67152",Wellington,Sumner,"191",37.2778,-97.391,America/Chicago
KS,"67154",Whitewater,Butler,"015",37.9612,-97.1308,America/Chicago
KS,"67155",Wilmore,Comanche,"033",37.3318,-99.1846,America/Chicago
KS,"67156",Winfield,Cowley,"035",37.2416,-96.98,America/Chicago
KS,"67159",Zenda,Kingman,"095",37.4373,-98.2874,America/Chicago
KS,"67201",Wichita,Sedgwick,"173",37.6922,-97.3375,America/Chicago
KS,"67202",Wichita,Sedgwick,"173",37.6899,-97.3355,America/Chicago
KS,"67203",Wichita,Sedgwick,"173",37.7048,-97.3638,America/Chicago
KS,"67204",Wichita,Sedgwick,"173",37.7488,-97.3566,America/Chicago
KS,"67205",Wichita,Sedgwick,"173",37.7639,-97.4269,America/Chicago
KS,"67206",Wichita,Sedgwick,"173",37.7038,-97.2253,America/Chicago
KS,"67207",Wichita,Sedgwick,"173",37.671,-97.2179,America/Chicago
KS,"67208",Wichita,Sedgwick,"173",37.7024,-97.2811,America/Chicago
KS,"67209",Wichita,Sedgwick,"173",37.6779,-97.4235,America/Chicago
KS,"67210",Wichita,Sedgwick,"173",37.6379,-97.2613,America/Chicago
KS,"67211",Wichita,Sedgwick,"173",37.6662,-97.3165,America/Chicago
KS,"67212",Wichita,Sedgwick,"173",37.7007,-97.4383,America/Chicago
KS,"67213",Wichita,Sedgwick,"173",37.668,-97.3591,America/Chicago
KS,"67214",Wichita,Sedgwick,"173",37.7051,-97.3133,America/Chicago
KS,"67215",Wichita,Sedgwick,"173",37.6333,-97.425,America/Chicago
KS,"67216",Wichita,Sedgwick,"173",37.6223,-97.3136,America/Chicago
KS,"67217",Wichita,Sedgwick,"173",37.6266,-97.3581,America/Chicago
KS,"67218",Wichita,Sedgwick,"173",37.669,-97.2802,America/Chicago
KS,"67219",Wichita,Sedgwick,"173",37.7719,-97.3175,America/Chicago
KS,"67220",Wichita,Sedgwick,"173",37.7667,-97.2805,America/Chicago
KS,"67221",Mcconnell Afb,Sedgwick,"173",37.6066,-97.2979,America/Chicago
KS,"67223",Wichita,Sedgwick,"173",37.7367,-97.499,America/Chicago
KS,"67226",Wichita,Sedgwick,"173",37.7379,-97.2479,America/Chicago
KS,"67227",Wichita,Sedgwick,"173",37.6281,-97.4916,America/Chicago
KS,"67228",Wichita,Sedgwick,"173",37.7742,-97.1711,America/Chicago
KS,"67230",Wichita,Sedgwick,"173",37.6808,-97.1558,America/Chicago
KS,"67232",Wichita,Sedgwick,"173",37.6395,-97.1714,America/Chicago
KS,"67235",Wichita,Sedgwick,"173",37.7149,-97.499,America/Chicago
KS,"67260",Wichita,Sedgwick,"173",37.7194,-97.2936,America/Chicago
KS,"67275",Wichita,Sedgwick,"173",37.6936,-97.4804,America/Chicago
KS,"67276",Wichita,Sedgwick,"173",37.6936,-97.4804,America/Chicago
KS,"67277",Wichita,Sedgwick,"173",37.6936,-97.4804,America/Chicago
KS,"67278",Wichita,Sedgwick,"173",37.6922,-97.3375,America/Chicago
KS,"67301",Independence,Montgomery,"125",37.2292,-95.7165,America/Chicago
KS,"67330",Altamont,Labette,"099",37.1873,-95.2983,America/Chicago
KS,"67332",Bartlett,Labette,"099",37.0601,-95.2115,America/Chicago
KS,"67333",Caney,Montgomery,"125",37.0224,-95.9091,America/Chicago
KS,"67334",Chautauqua,Chautauqua,"019",37.0262,-96.1783,America/Chicago
KS,"67335",Cherryvale,Montgomery,"125",37.2668,-95.559,America/Chicago
KS,"67336",Chetopa,Labette,"099",37.0418,-95.0796,America/Chicago
KS,"67337",Coffeyville,Montgomery,"125",37.0441,-95.6328,America/Chicago
KS,"67340",Dearing,Montgomery,"125",37.0596,-95.7131,America/Chicago
KS,"67341",Dennis,Labette,"099",37.3243,-95.4116,America/Chicago
KS,"67342",Edna,Labette,"099",37.0561,-95.3442,America/Chicago
KS,"67344",Elk City,Montgomery,"125",37.3146,-95.9135,America/Chicago
KS,"67345",Elk Falls,Elk,"049",37.3745,-96.1959,America/Chicago
KS,"67346",Grenola,Elk,"049",37.3668,-96.4396,America/Chicago
KS,"67347",Havana,Montgomery,"125",37.0917,-95.9414,America/Chicago
KS,"67349",Howard,Elk,"049",37.4809,-96.2563,America/Chicago
KS,"67351",Liberty,Montgomery,"125",37.1576,-95.6017,America/Chicago
KS,"67352",Longton,Elk,"049",37.3905,-96.0814,America/Chicago
KS,"67353",Moline,Elk,"049",37.3649,-96.3069,America/Chicago
KS,"67354",Mound Valley,Labette,"099",37.2091,-95.4247,America/Chicago
KS,"67355",Niotaze,Chautauqua,"019",37.037,-96.0121,America/Chicago
KS,"67356",Oswego,Labette,"099",37.1823,-95.1335,America/Chicago
KS,"67357",Parsons,Labette,"099",37.3389,-95.2693,America/Chicago
KS,"67360",Peru,Chautauqua,"019",37.0568,-96.1404,America/Chicago
KS,"67361",Sedan,Chautauqua,"019",37.1297,-96.1732,America/Chicago
KS,"67363",Sycamore,Montgomery,"125",37.3281,-95.717,America/Chicago
KS,"67364",Tyro,Montgomery,"125",37.037,-95.8237,America/Chicago
KS,"67401",Salina,Saline,"169",38.8237,-97.6421,America/Chicago
KS,"67402",Salina,Saline,"169",38.8403,-97.6114,America/Chicago
KS,"67410",Abilene,Dickinson,"041",38.9371,-97.2063,America/Chicago
KS,"67416",Assaria,Saline,"169",38.6676,-97.6203,America/Chicago
KS,"67417",Aurora,Cloud,"029",39.4472,-97.5304,America/Chicago
KS,"67418",Barnard,Lincoln,"105",39.1816,-98.0711,America/Chicago
KS,"67420",Beloit,Mitchell,"123",39.4416,-98.1192,America/Chicago
KS,"67422",Bennington,Ottawa,"143",39.0224,-97.6031,America/Chicago
KS,"67423",Beverly,Lincoln,"105",38.9844,-97.9818,America/Chicago
KS,"67425",Brookville,Saline,"169",38.7858,-97.863,America/Chicago
KS,"67427",Bushton,Rice,"159",38.5018,-98.4016,America/Chicago
KS,"67428",Canton,McPherson,"113",38.3858,-97.4291,America/Chicago
KS,"67430",Cawker City,Mitchell,"123",39.5115,-98.4335,America/Chicago
KS,"67431",Chapman,Dickinson,"041",38.9722,-97.017,America/Chicago
KS,"67432",Clay Center,Clay,"027",39.3844,-97.1278,America/Chicago
KS,"67436",Delphos,Ottawa,"143",39.2731,-97.7717,America/Chicago
KS,"67437",Downs,Osborne,"141",39.5028,-98.5441,America/Chicago
KS,"67438",Durham,Marion,"115",38.5038,-97.2555,America/Chicago
KS,"67439",Ellsworth,Ellsworth,"053",38.7312,-98.2057,America/Chicago
KS,"67441",Enterprise,Dickinson,"041",38.9063,-97.1122,America/Chicago
KS,"67442",Falun,Saline,"169",38.6648,-97.7554,America/Chicago
KS,"67443",Galva,McPherson,"113",38.3824,-97.5359,America/Chicago
KS,"67444",Geneseo,Rice,"159",38.5037,-98.1858,America/Chicago
KS,"67445",Glasco,Cloud,"029",39.3621,-97.8418,America/Chicago
KS,"67446",Glen Elder,Mitchell,"123",39.4958,-98.3155,America/Chicago
KS,"67447",Green,Clay,"027",39.4803,-97.0149,America/Chicago
KS,"67448",Gypsum,Saline,"169",38.7047,-97.4338,America/Chicago
KS,"67449",Herington,Dickinson,"041",38.6767,-96.8941,America/Chicago
KS,"67450",Holyrood,Ellsworth,"053",38.59,-98.4159,America/Chicago
KS,"67451",Hope,Dickinson,"041",38.6776,-97.1061,America/Chicago
KS,"67452",Hunter,Mitchell,"123",39.243,-98.4017,America/Chicago
KS,"67454",Kanopolis,Ellsworth,"053",38.7091,-98.1575,America/Chicago
KS,"67455",Lincoln,Lincoln,"105",39.1027,-98.2149,America/Chicago
KS,"67456",Lindsborg,McPherson,"113",38.5761,-97.6739,America/Chicago
KS,"67457",Little River,Rice,"159",38.4079,-98.0113,America/Chicago
KS,"67458",Longford,Clay,"027",39.1834,-97.2499,America/Chicago
KS,"67459",Lorraine,Ellsworth,"053",38.5652,-98.29,America/Chicago
KS,"67460",Mcpherson,McPherson,"113",38.3763,-97.6702,America/Chicago
KS,"67464",Marquette,McPherson,"113",38.556,-97.8381,America/Chicago
KS,"67466",Miltonvale,Cloud,"029",39.3481,-97.4579,America/Chicago
KS,"67467",Minneapolis,Ottawa,"143",39.1295,-97.6688,America/Chicago
KS,"67468",Morganville,Clay,"027",39.4607,-97.2467,America/Chicago
KS,"67470",New Cambria,Saline,"169",38.896,-97.523,America/Chicago
KS,"67473",Osborne,Osborne,"141",39.4194,-98.6961,America/Chicago
KS,"67474",Portis,Osborne,"141",39.5455,-98.6904,America/Chicago
KS,"67475",Ramona,Marion,"115",38.5777,-97.0759,America/Chicago
KS,"67476",Roxbury,McPherson,"113",38.5508,-97.4303,America/Chicago
KS,"67478",Simpson,Mitchell,"123",39.3851,-97.9328,America/Chicago
KS,"67480",Solomon,Dickinson,"041",38.9194,-97.3518,America/Chicago
KS,"67481",Sylvan Grove,Lincoln,"105",39.0324,-98.373,America/Chicago
KS,"67482",Talmage,Dickinson,"041",39.0269,-97.2597,America/Chicago
KS,"67483",Tampa,Marion,"115",38.5534,-97.1774,America/Chicago
KS,"67484",Tescott,Ottawa,"143",38.9916,-97.8319,America/Chicago
KS,"67485",Tipton,Mitchell,"123",39.3436,-98.4644,America/Chicago
KS,"67487",Wakefield,Clay,"027",39.2249,-97.0229,America/Chicago
KS,"67490",Wilson,Ellsworth,"053",38.8134,-98.4432,America/Chicago
KS,"67491",Windom,McPherson,"113",38.3845,-97.8965,America/Chicago
KS,"67492",Woodbine,Dickinson,"041",38.8131,-96.9619,America/Chicago
KS,"67501",Hutchinson,Reno,"155",38.055,-97.9311,America/Chicago
KS,"67502",Hutchinson,Reno,"155",38.1156,-97.8937,America/Chicago
KS,"67504",Hutchinson,Reno,"155",37.9532,-98.0859,America/Chicago
KS,"67505",South Hutchinson,Reno,"155",38.0282,-97.9431,America/Chicago
KS,"67510",Abbyville,Reno,"155",37.9626,-98.2071,America/Chicago
KS,"67511",Albert,Barton,"009",38.4528,-99.0115,America/Chicago
KS,"67512",Alden,Rice,"159",38.2343,-98.3112,America/Chicago
KS,"67513",Alexander,Rush,"165",38.457,-99.5378,America/Chicago
KS,"67514",Arlington,Reno,"155",37.8598,-98.159,America/Chicago
KS,"67515",Arnold,Ness,"135",38.6403,-100.0462,America/Chicago
KS,"67516",Bazine,Ness,"135",38.4565,-99.7016,America/Chicago
KS,"67518",Beeler,Ness,"135",38.4445,-100.1949,America/Chicago
KS,"67519",Belpre,Edwards,"047",37.9347,-99.0936,America/Chicago
KS,"67520",Bison,Rush,"165",38.5193,-99.1986,America/Chicago
KS,"67521",Brownell,Ness,"135",38.6239,-99.7328,America/Chicago
KS,"67522",Buhler,Reno,"155",38.1309,-97.7691,America/Chicago
KS,"67523",Burdett,Pawnee,"145",38.2104,-99.5275,America/Chicago
KS,"67524",Chase,Rice,"159",38.3635,-98.3556,America/Chicago
KS,"67525",Claflin,Barton,"009",38.5409,-98.5372,America/Chicago
KS,"67526",Ellinwood,Barton,"009",38.3565,-98.5849,America/Chicago
KS,"67529",Garfield,Pawnee,"145",38.0649,-99.2374,America/Chicago
KS,"67530",Great Bend,Barton,"009",38.3936,-98.7751,America/Chicago
KS,"67543",Haven,Reno,"155",37.8989,-97.7828,America/Chicago
KS,"67544",Hoisington,Barton,"009",38.4789,-98.7565,America/Chicago
KS,"67545",Hudson,Stafford,"185",38.1485,-98.6408,America/Chicago
KS,"67546",Inman,McPherson,"113",38.2232,-97.7951,America/Chicago
KS,"67547",Kinsley,Edwards,"047",37.9247,-99.4116,America/Chicago
KS,"67548",La Crosse,Rush,"165",38.5311,-99.3097,America/Chicago
KS,"67550",Larned,Pawnee,"145",38.1946,-99.101,America/Chicago
KS,"67552",Lewis,Edwards,"047",37.9062,-99.248,America/Chicago
KS,"67553",Liebenthal,Rush,"165",38.6557,-99.3203,America/Chicago
KS,"67554",Lyons,Rice,"159",38.3349,-98.1831,America/Chicago
KS,"67556",Mc Cracken,Rush,"165",38.5957,-99.554,America/Chicago
KS,"67557",Macksville,Stafford,"185",37.9433,-98.9481,America/Chicago
KS,"67559",Nekoma,Rush,"165",38.4372,-99.4234,America/Chicago
KS,"67560",Ness City,Ness,"135",38.4388,-99.9029,America/Chicago
KS,"67561",Nickerson,Reno,"155",38.1412,-98.0674,America/Chicago
KS,"67563",Offerle,Edwards,"047",37.8828,-99.5498,America/Chicago
KS,"67564",Olmitz,Barton,"009",38.5167,-98.9365,America/Chicago
KS,"67565",Otis,Rush,"165",38.5353,-99.0534,America/Chicago
KS,"67566",Partridge,Reno,"155",37.9671,-98.0798,America/Chicago
KS,"67567",Pawnee Rock,Barton,"009",38.2782,-98.9814,America/Chicago
KS,"67568",Plevna,Reno,"155",37.9658,-98.2988,America/Chicago
KS,"67570",Pretty Prairie,Reno,"155",37.7783,-97.9886,America/Chicago
KS,"67572",Ransom,Ness,"135",38.64,-99.9267,America/Chicago
KS,"67573",Raymond,Rice,"159",38.2877,-98.4119,America/Chicago
KS,"67574",Rozel,Pawnee,"145",38.2148,-99.4048,America/Chicago
KS,"67575",Rush Center,Rush,"165",38.4533,-99.3079,America/Chicago
KS,"67576",St John,Stafford,"185",38.0022,-98.7601,America/Chicago
KS,"67578",Stafford,Stafford,"185",37.9554,-98.5929,America/Chicago
KS,"67579",Sterling,Rice,"159",38.2126,-98.2055,America/Chicago
KS,"67581",Sylvia,Reno,"155",37.9557,-98.4068,America/Chicago
KS,"67583",Turon,Reno,"155",37.8224,-98.3591,America/Chicago
KS,"67584",Utica,Ness,"135",38.6411,-100.138,America/Chicago
KS,"67585",Yoder,Reno,"155",37.9412,-97.8711,America/Chicago
KS,"67601",Hays,Ellis,"051",38.8782,-99.3348,America/Chicago
KS,"67621",Agra,Phillips,"147",39.8037,-99.1255,America/Chicago
KS,"67622",Almena,Norton,"137",39.8891,-99.7042,America/Chicago
KS,"67623",Alton,Osborne,"141",39.4514,-98.9539,America/Chicago
KS,"67625",Bogue,Graham,"065",39.3782,-99.6788,America/Chicago
KS,"67626",Bunker Hill,Russell,"167",38.8758,-98.704,America/Chicago
KS,"67627",Catharine,Ellis,"051",38.9276,-99.2161,America/Chicago
KS,"67628",Cedar,Smith,"183",39.6602,-98.9369,America/Chicago
KS,"67629",Clayton,Norton,"137",39.7375,-100.1776,America/Chicago
KS,"67631",Collyer,Trego,"195",39.0038,-100.0862,America/Chicago
KS,"67632",Damar,Rooks,"163",39.3242,-99.5811,America/Chicago
KS,"67634",Dorrance,Russell,"167",38.8348,-98.5695,America/Chicago
KS,"67635",Dresden,Decatur,"039",39.6094,-100.4112,America/Chicago
KS,"67637",Ellis,Ellis,"051",38.9471,-99.5285,America/Chicago
KS,"67638",Gaylord,Smith,"183",39.6439,-98.8476,America/Chicago
KS,"67639",Glade,Phillips,"147",39.6704,-99.2996,America/Chicago
KS,"67640",Gorham,Russell,"167",38.8722,-99.0112,America/Chicago
KS,"67642",Hill City,Graham,"065",39.3566,-99.8429,America/Chicago
KS,"67643",Jennings,Decatur,"039",39.6762,-100.2834,America/Chicago
KS,"67644",Kirwin,Phillips,"147",39.6717,-99.1204,America/Chicago
KS,"67645",Lenora,Norton,"137",39.6105,-100.0028,America/Chicago
KS,"67646",Logan,Phillips,"147",39.6611,-99.5687,America/Chicago
KS,"67647",Long Island,Phillips,"147",39.9517,-99.5391,America/Chicago
KS,"67648",Lucas,Russell,"167",39.0581,-98.5352,America/Chicago
KS,"67649",Luray,Russell,"167",39.1039,-98.6851,America/Chicago
KS,"67650",Morland,Graham,"065",39.3229,-100.0733,America/Chicago
KS,"67651",Natoma,Osborne,"141",39.2013,-98.9829,America/Chicago
KS,"67653",Norcatur,Decatur,"039",39.8447,-100.2007,America/Chicago
KS,"67654",Norton,Norton,"137",39.8407,-99.8878,America/Chicago
KS,"67656",Ogallah,Trego,"195",38.9914,-99.7323,America/Chicago
KS,"67657",Palco,Rooks,"163",39.2531,-99.5593,America/Chicago
KS,"67658",Paradise,Russell,"167",39.0756,-98.9207,America/Chicago
KS,"67659",Penokee,Graham,"065",39.3482,-99.9719,America/Chicago
